CMDLINE C:\Python312\python.exe pipelines/clean_fire_data.py
MEM 512.011719 1746032791.9248
MEM 524.156250 1746032792.0358
MEM 539.140625 1746032792.1363
MEM 508.781250 1746032792.2372
MEM 525.039062 1746032792.3378
MEM 540.253906 1746032792.4384
MEM 505.656250 1746032792.5394
MEM 521.335938 1746032792.6399
MEM 539.468750 1746032792.7403
MEM 543.046875 1746032792.8406
MEM 509.839844 1746032792.9411
MEM 448.464844 1746032793.0414
MEM 344.425781 1746032793.1435
MEM 260.429688 1746032793.2582
MEM 126.550781 1746032793.3823
MEM 165.730469 1746032793.4922
MEM 394.410156 1746032793.6016
MEM 486.398438 1746032793.7023
MEM 615.324219 1746032793.8065
MEM 750.433594 1746032793.9191
MEM 785.808594 1746032794.0197
MEM 820.371094 1746032794.1208
MEM 855.410156 1746032794.2214
MEM 915.839844 1746032794.3219
MEM 1066.351562 1746032794.4227
MEM 1151.304688 1746032794.5245
MEM 1181.535156 1746032794.6331
MEM 1283.929688 1746032794.7491
MEM 1366.152344 1746032794.8511
MEM 1375.207031 1746032794.9562
MEM 1491.789062 1746032795.0601
MEM 1600.664062 1746032795.1613
MEM 1561.148438 1746032795.2665
MEM 1681.527344 1746032795.3677
MEM 1620.945312 1746032795.4682
MEM 1704.070312 1746032795.5700
MEM 1783.507812 1746032795.6706
MEM 1841.914062 1746032795.7709
MEM 1912.039062 1746032795.8715
MEM 1997.539062 1746032795.9720
MEM 2075.285156 1746032796.0725
MEM 2075.285156 1746032796.1729
MEM 1840.980469 1746032796.2737
MEM 1630.097656 1746032796.3746
MEM 1368.941406 1746032796.4761
MEM 1030.257812 1746032796.5769
MEM 880.281250 1746032796.6775
MEM 714.730469 1746032796.7778
MEM 653.445312 1746032796.8784
MEM 683.253906 1746032797.0160
MEM 684.441406 1746032797.1373
MEM 686.691406 1746032797.2379
MEM 689.191406 1746032797.3384
MEM 691.816406 1746032797.4388
MEM 694.191406 1746032797.5394
MEM 696.691406 1746032797.6396
MEM 698.878906 1746032797.7400
MEM 701.691406 1746032797.8404
MEM 704.503906 1746032797.9409
MEM 707.316406 1746032798.0414
MEM 709.566406 1746032798.1420
MEM 712.507812 1746032798.2424
MEM 729.359375 1746032798.3525
MEM 651.234375 1746032798.4537
MEM 854.910156 1746032798.5545
MEM 1058.855469 1746032798.6548
MEM 1215.480469 1746032798.7552
MEM 1239.261719 1746032798.8559
MEM 1239.261719 1746032798.9679
MEM 1233.421875 1746032799.0690
MEM 932.074219 1746032799.1699
MEM 637.476562 1746032799.2705
MEM 656.218750 1746032799.3710
MEM 666.031250 1746032799.4715
MEM 669.593750 1746032799.5719
MEM 672.968750 1746032799.6721
MEM 676.382812 1746032799.7727
MEM 679.343750 1746032799.8730
MEM 682.382812 1746032799.9736
MEM 706.531250 1746032800.0759
MEM 706.531250 1746032800.1828
MEM 708.156250 1746032800.2987
MEM 710.906250 1746032800.4014
MEM 713.468750 1746032800.5020
MEM 715.656250 1746032800.6026
MEM 717.906250 1746032800.7032
MEM 719.531250 1746032800.8036
MEM 721.656250 1746032800.9044
MEM 723.906250 1746032801.0049
MEM 749.656250 1746032801.1052
MEM 751.968750 1746032801.2066
MEM 696.042969 1746032801.3085
MEM 703.152344 1746032801.4098
MEM 712.527344 1746032801.5183
MEM 715.027344 1746032801.6191
MEM 716.964844 1746032801.7374
MEM 719.402344 1746032801.8385
MEM 721.152344 1746032801.9415
MEM 723.214844 1746032802.0425
MEM 748.152344 1746032802.1432
MEM 748.152344 1746032802.2488
MEM 749.652344 1746032802.3506
MEM 753.402344 1746032802.4514
MEM 780.589844 1746032802.5517
MEM 784.714844 1746032802.6522
MEM 788.714844 1746032802.7543
MEM 792.027344 1746032802.8557
MEM 795.964844 1746032802.9562
MEM 799.089844 1746032803.0564
MEM 750.167969 1746032803.1577
MEM 766.296875 1746032803.2583
MEM 770.296875 1746032803.3588
MEM 814.757812 1746032803.4594
MEM 860.636719 1746032803.5601
MEM 881.421875 1746032803.6605
MEM 920.050781 1746032803.7689
MEM 944.847656 1746032803.8713
MEM 945.171875 1746032803.9724
MEM 962.019531 1746032804.0730
MEM 1024.179688 1746032804.1736
MEM 1001.503906 1746032804.2739
MEM 1045.800781 1746032804.3745
MEM 1083.562500 1746032804.4751
MEM 1054.179688 1746032804.5755
MEM 1121.187500 1746032804.6759
MEM 1131.851562 1746032804.7765
MEM 1183.886719 1746032804.8769
MEM 1198.988281 1746032804.9772
MEM 1210.863281 1746032805.0792
MEM 1224.648438 1746032805.1794
MEM 1244.082031 1746032805.2802
MEM 1260.808594 1746032805.3810
MEM 1282.789062 1746032805.4824
MEM 1331.570312 1746032805.5832
MEM 1333.085938 1746032805.6836
MEM 1423.609375 1746032805.7845
MEM 1378.062500 1746032805.8853
MEM 1378.738281 1746032805.9861
MEM 1416.714844 1746032806.0870
MEM 1431.214844 1746032806.1901
MEM 1434.339844 1746032806.3088
MEM 1437.089844 1746032806.4172
MEM 1469.144531 1746032806.5175
MEM 1469.144531 1746032806.6180
MEM 1471.457031 1746032806.7184
MEM 1521.332031 1746032806.8192
MEM 1523.652344 1746032806.9206
MEM 1525.527344 1746032807.0211
MEM 1528.152344 1746032807.1218
MEM 1548.816406 1746032807.2229
MEM 1594.390625 1746032807.3233
MEM 1594.468750 1746032807.4239
MEM 1594.468750 1746032807.5269
MEM 1594.468750 1746032807.6304
MEM 1594.468750 1746032807.7327
MEM 1594.468750 1746032807.8337
MEM 1596.468750 1746032807.9346
MEM 1598.406250 1746032808.0361
MEM 1600.968750 1746032808.1372
MEM 1603.968750 1746032808.2375
MEM 1606.343750 1746032808.3378
MEM 1608.531250 1746032808.4382
MEM 1610.281250 1746032808.5386
MEM 1611.781250 1746032808.6391
MEM 1613.531250 1746032808.7396
MEM 1615.281250 1746032808.8402
MEM 1473.289062 1746032808.9406
MEM 1517.429688 1746032809.0409
MEM 1477.902344 1746032809.1417
MEM 1490.609375 1746032809.2426
MEM 1488.171875 1746032809.3429
MEM 1492.101562 1746032809.4474
MEM 1485.843750 1746032809.5485
MEM 1501.097656 1746032809.6495
MEM 1523.546875 1746032809.7502
MEM 1526.796875 1746032809.8514
MEM 1529.921875 1746032809.9529
MEM 1562.914062 1746032810.0535
MEM 1562.921875 1746032810.1547
MEM 1563.921875 1746032810.2551
MEM 1586.085938 1746032810.3560
MEM 1617.296875 1746032810.4563
MEM 1619.921875 1746032810.5569
MEM 1622.671875 1746032810.6572
MEM 1678.656250 1746032810.7579
MEM 1688.230469 1746032810.8582
MEM 1688.230469 1746032810.9589
MEM 1688.230469 1746032811.0593
MEM 1688.230469 1746032811.1603
MEM 1688.230469 1746032811.2690
MEM 1688.425781 1746032811.3729
MEM 1690.488281 1746032811.4734
MEM 1692.425781 1746032811.5745
MEM 1694.050781 1746032811.6755
MEM 1695.925781 1746032811.7759
MEM 1697.988281 1746032811.8765
MEM 1698.800781 1746032811.9794
MEM 1700.738281 1746032812.0805
MEM 1702.613281 1746032812.1814
MEM 1704.800781 1746032812.2821
MEM 1706.988281 1746032812.3829
MEM 1708.613281 1746032812.4922
MEM 1614.253906 1746032812.5958
MEM 1517.429688 1746032812.6966
MEM 1471.800781 1746032812.7979
MEM 1517.429688 1746032812.8988
MEM 1517.429688 1746032812.9995
MEM 1393.292969 1746032813.1016
MEM 1394.042969 1746032813.2027
MEM 1442.246094 1746032813.3034
MEM 1442.605469 1746032813.4044
MEM 1443.542969 1746032813.5053
MEM 1447.988281 1746032813.6058
MEM 1509.039062 1746032813.7183
MEM 1509.039062 1746032813.8233
MEM 1509.039062 1746032813.9569
MEM 1509.039062 1746032814.0574
MEM 1509.046875 1746032814.1581
MEM 1509.359375 1746032814.2590
MEM 1509.859375 1746032814.3596
MEM 1510.484375 1746032814.4610
MEM 1511.046875 1746032814.5621
MEM 1511.359375 1746032814.6648
MEM 1511.734375 1746032814.7698
MEM 639.062500 1746032814.8700
MEM 763.136719 1746032814.9703
MEM 877.000000 1746032815.0710
MEM 1006.687500 1746032815.1720
MEM 1128.988281 1746032815.2727
MEM 1242.246094 1746032815.3732
MEM 1242.246094 1746032815.4738
MEM 1236.382812 1746032815.5745
MEM 635.117188 1746032815.6748
MEM 629.609375 1746032815.7754
MEM 635.046875 1746032815.8761
MEM 635.312500 1746032815.9766
MEM 635.441406 1746032816.0798
MEM 635.441406 1746032816.1809
MEM 635.644531 1746032816.2827
MEM 635.996094 1746032816.3835
MEM 636.125000 1746032816.4838
MEM 636.460938 1746032816.5841
MEM 636.765625 1746032816.6843
MEM 637.160156 1746032816.7850
MEM 637.503906 1746032816.8857
MEM 637.644531 1746032816.9860
MEM 638.011719 1746032817.0871
MEM 638.183594 1746032817.1877
MEM 638.718750 1746032817.2883
MEM 638.863281 1746032817.3887
MEM 639.226562 1746032817.4893
MEM 639.230469 1746032817.5899
MEM 639.613281 1746032817.6902
MEM 639.781250 1746032817.7907
MEM 640.253906 1746032817.8913
MEM 640.585938 1746032817.9919
MEM 640.593750 1746032818.1031
MEM 641.109375 1746032818.2045
MEM 641.253906 1746032818.3051
MEM 641.824219 1746032818.4053
MEM 642.031250 1746032818.5056
MEM 642.250000 1746032818.6060
MEM 642.984375 1746032818.7063
MEM 642.988281 1746032818.8066
MEM 643.781250 1746032818.9069
MEM 643.925781 1746032819.0074
MEM 643.925781 1746032819.1077
MEM 644.078125 1746032819.2160
MEM 644.281250 1746032819.3255
MEM 644.929688 1746032819.4349
MEM 645.003906 1746032819.5358
MEM 645.011719 1746032819.6364
MEM 656.937500 1746032819.7372
MEM 675.363281 1746032819.8377
MEM 675.554688 1746032819.9380
MEM 675.843750 1746032820.0391
MEM 676.042969 1746032820.1455
MEM 676.945312 1746032820.2469
MEM 677.214844 1746032820.3475
MEM 677.484375 1746032820.4477
MEM 677.753906 1746032820.5481
MEM 678.222656 1746032820.6486
MEM 678.421875 1746032820.7488
MEM 679.414062 1746032820.8492
MEM 679.820312 1746032820.9497
MEM 680.140625 1746032821.0502
MEM 680.625000 1746032821.1506
MEM 680.894531 1746032821.2510
MEM 681.863281 1746032821.3513
MEM 682.324219 1746032821.4522
MEM 682.453125 1746032821.5529
MEM 682.585938 1746032821.6531
MEM 682.714844 1746032821.7537
MEM 682.789062 1746032821.8540
MEM 683.007812 1746032821.9577
MEM 684.292969 1746032822.0585
MEM 684.570312 1746032822.1588
MEM 685.031250 1746032822.2603
MEM 685.300781 1746032822.3610
MEM 685.769531 1746032822.4619
MEM 686.039062 1746032822.5627
MEM 686.503906 1746032822.6635
MEM 687.718750 1746032822.7642
MEM 688.148438 1746032822.8644
MEM 688.394531 1746032822.9672
MEM 688.660156 1746032823.0680
MEM 689.187500 1746032823.1685
MEM 689.589844 1746032823.2689
MEM 689.929688 1746032823.3692
MEM 691.394531 1746032823.4695
MEM 691.914062 1746032823.5699
MEM 692.363281 1746032823.6705
MEM 692.753906 1746032823.7711
MEM 693.203125 1746032823.8714
MEM 693.660156 1746032823.9720
MEM 694.109375 1746032824.0728
MEM 694.312500 1746032824.1798
MEM 694.449219 1746032824.2867
MEM 694.695312 1746032824.3911
MEM 694.953125 1746032824.4917
MEM 695.300781 1746032824.5921
MEM 695.597656 1746032824.6952
MEM 695.855469 1746032824.7962
MEM 696.175781 1746032824.9007
MEM 696.433594 1746032825.0010
MEM 696.625000 1746032825.1020
MEM 696.882812 1746032825.2031
MEM 697.078125 1746032825.3037
MEM 697.398438 1746032825.4040
MEM 697.656250 1746032825.5043
MEM 697.722656 1746032825.6048
MEM 697.859375 1746032825.7059
MEM 698.046875 1746032825.8062
MEM 698.300781 1746032825.9065
MEM 698.488281 1746032826.0067
MEM 698.937500 1746032826.1073
MEM 699.261719 1746032826.2078
MEM 699.644531 1746032826.3080
MEM 699.968750 1746032826.4086
MEM 700.289062 1746032826.5088
MEM 700.742188 1746032826.6100
MEM 701.000000 1746032826.7113
MEM 701.328125 1746032826.8118
MEM 701.500000 1746032826.9124
MEM 701.542969 1746032827.0127
MEM 701.667969 1746032827.1138
MEM 701.781250 1746032827.2140
MEM 701.898438 1746032827.3145
MEM 702.085938 1746032827.4149
MEM 702.140625 1746032827.5152
MEM 702.257812 1746032827.6154
MEM 702.371094 1746032827.7158
MEM 702.605469 1746032827.8162
MEM 702.925781 1746032827.9166
MEM 703.375000 1746032828.0168
MEM 703.566406 1746032828.1172
MEM 704.066406 1746032828.2177
MEM 704.449219 1746032828.3182
MEM 704.898438 1746032828.4188
MEM 705.410156 1746032828.5193
MEM 705.859375 1746032828.6195
MEM 706.132812 1746032828.7196
MEM 706.613281 1746032828.8202
MEM 707.125000 1746032828.9208
MEM 707.445312 1746032829.0211
MEM 707.832031 1746032829.1229
MEM 708.023438 1746032829.2295
MEM 708.085938 1746032829.3360
MEM 708.347656 1746032829.4373
MEM 708.542969 1746032829.5378
MEM 708.878906 1746032829.6383
MEM 709.164062 1746032829.7391
MEM 709.355469 1746032829.8398
MEM 709.808594 1746032829.9401
MEM 709.933594 1746032830.0405
MEM 710.191406 1746032830.1499
MEM 710.382812 1746032830.2507
MEM 710.769531 1746032830.3512
MEM 711.089844 1746032830.4521
MEM 711.281250 1746032830.5524
MEM 711.664062 1746032830.6528
MEM 712.113281 1746032830.7531
MEM 712.359375 1746032830.8534
MEM 712.820312 1746032830.9537
MEM 713.136719 1746032831.0541
MEM 713.332031 1746032831.1544
MEM 713.585938 1746032831.2551
MEM 713.851562 1746032831.3555
MEM 714.300781 1746032831.4558
MEM 714.621094 1746032831.5560
MEM 715.078125 1746032831.6564
MEM 715.332031 1746032831.7567
MEM 715.589844 1746032831.8570
MEM 715.785156 1746032831.9587
MEM 716.101562 1746032832.0600
MEM 716.316406 1746032832.1611
MEM 716.550781 1746032832.2617
MEM 717.066406 1746032832.3620
MEM 717.386719 1746032832.4623
MEM 717.773438 1746032832.5629
MEM 718.093750 1746032832.6636
MEM 718.347656 1746032832.7640
MEM 718.796875 1746032832.8642
MEM 719.117188 1746032832.9646
MEM 719.566406 1746032833.0651
MEM 719.882812 1746032833.1658
MEM 720.082031 1746032833.2692
MEM 720.554688 1746032833.3696
MEM 721.019531 1746032833.4698
MEM 721.488281 1746032833.5703
MEM 722.031250 1746032833.6707
MEM 722.542969 1746032833.7709
MEM 722.863281 1746032833.8712
MEM 723.312500 1746032833.9715
MEM 723.761719 1746032834.0719
MEM 724.335938 1746032834.1720
MEM 724.851562 1746032834.2726
MEM 725.042969 1746032834.3810
MEM 725.300781 1746032834.4970
MEM 725.492188 1746032834.6064
MEM 725.683594 1746032834.7109
MEM 725.875000 1746032834.8116
MEM 726.066406 1746032834.9122
MEM 726.324219 1746032835.0143
MEM 726.464844 1746032835.1158
MEM 726.777344 1746032835.2162
MEM 726.839844 1746032835.3168
MEM 727.097656 1746032835.4173
MEM 727.289062 1746032835.5178
MEM 727.609375 1746032835.6182
MEM 728.058594 1746032835.7187
MEM 728.312500 1746032835.8189
MEM 728.570312 1746032835.9192
MEM 729.019531 1746032836.0194
MEM 729.253906 1746032836.1200
MEM 729.574219 1746032836.2203
MEM 730.023438 1746032836.3207
MEM 730.285156 1746032836.4211
MEM 730.796875 1746032836.5216
MEM 731.117188 1746032836.6218
MEM 731.500000 1746032836.7225
MEM 731.757812 1746032836.8228
MEM 732.015625 1746032836.9230
MEM 732.332031 1746032837.0236
MEM 732.781250 1746032837.1245
MEM 733.039062 1746032837.2262
MEM 733.488281 1746032837.3270
MEM 733.871094 1746032837.4277
MEM 734.320312 1746032837.5282
MEM 734.703125 1746032837.6286
MEM 734.964844 1746032837.7290
MEM 735.414062 1746032837.8296
MEM 735.796875 1746032837.9300
MEM 736.199219 1746032838.0305
MEM 736.503906 1746032838.1308
MEM 736.757812 1746032838.2313
MEM 737.015625 1746032838.3315
MEM 737.281250 1746032838.4321
MEM 737.480469 1746032838.5394
MEM 737.984375 1746032838.6402
MEM 738.304688 1746032838.7406
MEM 738.753906 1746032838.8413
MEM 739.265625 1746032838.9422
MEM 739.718750 1746032839.0432
MEM 740.031250 1746032839.1439
MEM 740.488281 1746032839.2442
MEM 741.062500 1746032839.3446
MEM 741.511719 1746032839.4448
MEM 741.832031 1746032839.5455
MEM 742.023438 1746032839.6481
MEM 742.152344 1746032839.7497
MEM 742.410156 1746032839.8661
MEM 742.535156 1746032839.9682
MEM 742.726562 1746032840.0703
MEM 742.929688 1746032840.1707
MEM 743.046875 1746032840.2712
MEM 743.253906 1746032840.3717
MEM 743.496094 1746032840.4720
MEM 743.753906 1746032840.5727
MEM 743.945312 1746032840.6773
MEM 744.203125 1746032840.7794
MEM 744.457031 1746032840.8828
MEM 744.714844 1746032840.9848
MEM 744.906250 1746032841.0852
MEM 745.164062 1746032841.1855
MEM 745.355469 1746032841.2861
MEM 745.675781 1746032841.3870
MEM 746.003906 1746032841.4873
MEM 746.468750 1746032841.5878
MEM 746.714844 1746032841.6884
MEM 747.203125 1746032841.7891
MEM 747.519531 1746032841.8897
MEM 747.777344 1746032841.9903
MEM 748.226562 1746032842.0910
MEM 748.675781 1746032842.1930
MEM 748.867188 1746032842.2942
MEM 749.253906 1746032842.3944
MEM 749.675781 1746032842.4951
MEM 750.128906 1746032842.5953
MEM 750.601562 1746032842.6960
MEM 750.984375 1746032842.7964
MEM 751.304688 1746032842.8967
MEM 751.753906 1746032842.9970
MEM 751.945312 1746032843.0975
MEM 752.457031 1746032843.1980
MEM 752.906250 1746032843.2985
MEM 753.226562 1746032843.3990
MEM 753.460938 1746032843.4993
MEM 753.933594 1746032843.5998
MEM 754.250000 1746032843.7001
MEM 754.445312 1746032843.8008
MEM 754.699219 1746032843.9027
MEM 755.152344 1746032844.0036
MEM 755.601562 1746032844.1040
MEM 755.984375 1746032844.2047
MEM 756.406250 1746032844.3050
MEM 756.855469 1746032844.4055
MEM 757.332031 1746032844.5060
MEM 757.886719 1746032844.6066
MEM 758.335938 1746032844.7073
MEM 758.718750 1746032844.8079
MEM 759.167969 1746032844.9090
MEM 759.425781 1746032845.0099
MEM 759.617188 1746032845.1108
MEM 759.875000 1746032845.2192
MEM 760.140625 1746032845.3200
MEM 760.449219 1746032845.4203
MEM 760.703125 1746032845.5207
MEM 760.960938 1746032845.6217
MEM 761.347656 1746032845.7221
MEM 761.605469 1746032845.8257
MEM 761.796875 1746032845.9266
MEM 762.179688 1746032846.0273
MEM 762.500000 1746032846.1276
MEM 762.820312 1746032846.2282
MEM 763.097656 1746032846.3288
MEM 763.531250 1746032846.4293
MEM 763.910156 1746032846.5300
MEM 764.164062 1746032846.6303
MEM 764.613281 1746032846.7306
MEM 764.871094 1746032846.8308
MEM 765.382812 1746032846.9310
MEM 765.832031 1746032847.0316
MEM 766.152344 1746032847.1324
MEM 766.410156 1746032847.2330
MEM 766.789062 1746032847.3332
MEM 767.308594 1746032847.4336
MEM 767.628906 1746032847.5338
MEM 767.949219 1746032847.6344
MEM 768.335938 1746032847.7349
MEM 768.589844 1746032847.8352
MEM 769.050781 1746032847.9358
MEM 769.320312 1746032848.0373
MEM 769.679688 1746032848.1376
MEM 769.984375 1746032848.2379
MEM 770.285156 1746032848.3383
MEM 770.703125 1746032848.4387
MEM 771.089844 1746032848.5391
MEM 771.410156 1746032848.6393
MEM 771.792969 1746032848.7418
MEM 772.050781 1746032848.8423
MEM 772.562500 1746032848.9430
MEM 773.011719 1746032849.0433
MEM 773.390625 1746032849.1435
MEM 773.753906 1746032849.2442
MEM 774.351562 1746032849.3448
MEM 774.800781 1746032849.4449
MEM 775.250000 1746032849.5453
MEM 775.632812 1746032849.6460
MEM 776.082031 1746032849.7466
MEM 776.402344 1746032849.8479
MEM 776.539062 1746032849.9488
MEM 776.851562 1746032850.0528
MEM 776.980469 1746032850.1626
MEM 777.296875 1746032850.2635
MEM 777.554688 1746032850.3637
MEM 777.812500 1746032850.4650
MEM 778.003906 1746032850.5653
MEM 778.261719 1746032850.6657
MEM 778.582031 1746032850.7661
MEM 778.773438 1746032850.8666
MEM 779.093750 1746032850.9670
MEM 779.542969 1746032851.0673
MEM 779.796875 1746032851.1677
MEM 780.054688 1746032851.2683
MEM 780.312500 1746032851.3686
MEM 780.628906 1746032851.4696
MEM 780.886719 1746032851.5702
MEM 781.335938 1746032851.6705
MEM 781.527344 1746032851.7707
MEM 781.785156 1746032851.8712
MEM 781.976562 1746032851.9718
MEM 782.238281 1746032852.0723
MEM 782.570312 1746032852.1726
MEM 783.035156 1746032852.2733
MEM 783.500000 1746032852.3743
MEM 783.753906 1746032852.4751
MEM 784.039062 1746032852.5760
MEM 784.550781 1746032852.6777
MEM 784.871094 1746032852.7784
MEM 785.316406 1746032852.8787
MEM 785.769531 1746032852.9793
MEM 786.023438 1746032853.0799
MEM 786.472656 1746032853.1805
MEM 786.796875 1746032853.2813
MEM 787.199219 1746032853.3816
MEM 787.628906 1746032853.4822
MEM 788.015625 1746032853.5825
MEM 788.269531 1746032853.6865
MEM 788.527344 1746032853.7869
MEM 789.039062 1746032853.8871
MEM 789.550781 1746032853.9873
MEM 790.062500 1746032854.0879
MEM 790.468750 1746032854.1884
MEM 791.023438 1746032854.2889
MEM 791.539062 1746032854.3897
MEM 792.050781 1746032854.4904
MEM 792.500000 1746032854.5912
MEM 793.011719 1746032854.6916
MEM 793.203125 1746032854.7923
MEM 793.460938 1746032854.8948
MEM 793.523438 1746032855.0163
MEM 793.781250 1746032855.1178
MEM 793.945312 1746032855.2185
MEM 794.230469 1746032855.3189
MEM 794.484375 1746032855.4193
MEM 794.804688 1746032855.5197
MEM 795.062500 1746032855.6201
MEM 795.253906 1746032855.7268
MEM 795.511719 1746032855.8330
MEM 795.894531 1746032855.9343
MEM 796.277344 1746032856.0347
MEM 796.535156 1746032856.1350
MEM 796.984375 1746032856.2352
MEM 797.167969 1746032856.3359
MEM 797.496094 1746032856.4365
MEM 797.953125 1746032856.5370
MEM 798.246094 1746032856.6373
MEM 798.695312 1746032856.7379
MEM 799.078125 1746032856.8385
MEM 799.460938 1746032856.9392
MEM 799.910156 1746032857.0401
MEM 800.230469 1746032857.1407
MEM 800.707031 1746032857.2414
MEM 801.058594 1746032857.3419
MEM 801.511719 1746032857.4424
MEM 801.769531 1746032857.5430
MEM 802.156250 1746032857.6437
MEM 802.476562 1746032857.7443
MEM 802.925781 1746032857.8448
MEM 803.246094 1746032857.9455
MEM 803.695312 1746032858.0461
MEM 803.886719 1746032858.1468
MEM 804.269531 1746032858.2475
MEM 804.656250 1746032858.3479
MEM 804.976562 1746032858.4484
MEM 805.167969 1746032858.5493
MEM 805.488281 1746032858.6503
MEM 805.808594 1746032858.7506
MEM 806.191406 1746032858.8512
MEM 806.449219 1746032858.9515
MEM 806.898438 1746032859.0518
MEM 807.218750 1746032859.1524
MEM 807.730469 1746032859.2530
MEM 808.179688 1746032859.3536
MEM 808.500000 1746032859.4540
MEM 808.949219 1746032859.5543
MEM 809.394531 1746032859.6547
MEM 809.714844 1746032859.7578
MEM 809.972656 1746032859.8623
MEM 810.164062 1746032859.9806
MEM 810.421875 1746032860.0934
MEM 810.613281 1746032860.1952
MEM 810.925781 1746032860.2958
MEM 811.125000 1746032860.3968
MEM 811.382812 1746032860.4973
MEM 811.574219 1746032860.5979
MEM 811.894531 1746032860.6989
MEM 812.152344 1746032860.7996
MEM 812.343750 1746032860.9000
MEM 812.726562 1746032861.0005
MEM 812.984375 1746032861.1010
MEM 813.238281 1746032861.2013
MEM 813.625000 1746032861.3016
MEM 813.875000 1746032861.4019
MEM 814.109375 1746032861.5022
MEM 814.605469 1746032861.6025
MEM 814.941406 1746032861.7032
MEM 815.371094 1746032861.8036
MEM 815.625000 1746032861.9041
MEM 815.691406 1746032862.0050
MEM 815.882812 1746032862.1070
MEM 816.394531 1746032862.2080
MEM 816.714844 1746032862.3087
MEM 816.906250 1746032862.4092
MEM 817.164062 1746032862.5100
MEM 817.355469 1746032862.6104
MEM 817.585938 1746032862.7109
MEM 817.804688 1746032862.8114
MEM 818.125000 1746032862.9119
MEM 818.187500 1746032863.0152
MEM 818.441406 1746032863.1156
MEM 818.636719 1746032863.2158
MEM 818.894531 1746032863.3163
MEM 819.085938 1746032863.4167
MEM 819.406250 1746032863.5171
MEM 819.726562 1746032863.6176
MEM 819.917969 1746032863.7195
MEM 820.175781 1746032863.8199
MEM 820.429688 1746032863.9204
MEM 820.804688 1746032864.0206
MEM 821.136719 1746032864.1210
MEM 821.648438 1746032864.2217
MEM 821.839844 1746032864.3333
MEM 822.097656 1746032864.4339
MEM 822.417969 1746032864.5344
MEM 822.738281 1746032864.6349
MEM 823.121094 1746032864.7352
MEM 823.441406 1746032864.8357
MEM 823.828125 1746032864.9360
MEM 824.082031 1746032865.0366
MEM 824.316406 1746032865.1370
MEM 824.660156 1746032865.2378
MEM 825.109375 1746032865.3386
MEM 825.363281 1746032865.4398
MEM 825.558594 1746032865.5411
MEM 825.812500 1746032865.6485
MEM 826.070312 1746032865.7821
MEM 826.070312 1746032865.8826
MEM 826.261719 1746032865.9856
MEM 826.449219 1746032866.0870
MEM 826.644531 1746032866.1960
MEM 826.773438 1746032866.3000
MEM 826.902344 1746032866.4093
MEM 827.093750 1746032866.5113
MEM 827.156250 1746032866.6129
MEM 827.351562 1746032866.7141
MEM 827.535156 1746032866.8147
MEM 827.863281 1746032866.9161
MEM 827.992188 1746032867.0174
MEM 828.183594 1746032867.1178
MEM 828.375000 1746032867.2185
MEM 828.824219 1746032867.3187
MEM 828.886719 1746032867.4193
MEM 829.015625 1746032867.5270
MEM 829.144531 1746032867.6282
MEM 829.335938 1746032867.7288
MEM 829.593750 1746032867.8295
MEM 829.847656 1746032867.9303
MEM 830.078125 1746032868.0322
MEM 830.296875 1746032868.1326
MEM 830.425781 1746032868.2330
MEM 830.554688 1746032868.3345
MEM 830.617188 1746032868.4402
MEM 830.808594 1746032868.5427
MEM 831.003906 1746032868.6471
MEM 831.062500 1746032868.8093
MEM 831.324219 1746032868.9102
MEM 831.515625 1746032869.0112
MEM 831.640625 1746032869.1116
MEM 831.898438 1746032869.2120
MEM 832.089844 1746032869.3127
MEM 832.347656 1746032869.4169
MEM 832.539062 1746032869.5228
MEM 832.796875 1746032869.6263
MEM 832.859375 1746032869.7273
MEM 833.117188 1746032869.8281
MEM 833.320312 1746032869.9289
MEM 833.585938 1746032870.0327
MEM 833.785156 1746032870.1356
MEM 834.062500 1746032870.2366
MEM 834.785156 1746032870.3381
MEM 834.589844 1746032870.4394
MEM 834.910156 1746032870.5486
MEM 835.101562 1746032870.6669
MEM 835.292969 1746032870.7679
MEM 835.550781 1746032870.8682
MEM 835.808594 1746032870.9688
MEM 836.000000 1746032871.1049
MEM 836.011719 1746032871.2087
MEM 836.316406 1746032871.3097
MEM 836.773438 1746032871.4103
MEM 836.976562 1746032871.5107
MEM 837.308594 1746032871.6115
MEM 837.707031 1746032871.7122
MEM 838.042969 1746032871.8126
MEM 838.363281 1746032871.9133
MEM 838.750000 1746032872.0141
MEM 838.878906 1746032872.1148
MEM 839.261719 1746032872.2155
MEM 839.710938 1746032872.3160
MEM 840.238281 1746032872.4165
MEM 840.769531 1746032872.5169
MEM 841.191406 1746032872.6171
MEM 841.570312 1746032872.7176
MEM 842.082031 1746032872.8183
MEM 842.531250 1746032872.9188
MEM 842.785156 1746032873.0194
MEM 843.296875 1746032873.1202
MEM 843.554688 1746032873.2216
MEM 843.746094 1746032873.3225
MEM 844.003906 1746032873.4263
MEM 844.265625 1746032873.5266
MEM 844.484375 1746032873.6269
MEM 844.777344 1746032873.7274
MEM 845.031250 1746032873.8282
MEM 845.351562 1746032873.9291
MEM 845.542969 1746032874.0296
MEM 845.800781 1746032874.1304
MEM 846.250000 1746032874.2308
MEM 846.507812 1746032874.3312
MEM 846.953125 1746032874.4314
MEM 847.273438 1746032874.5317
